player,pos,team,team_conf,woba_num,woba_denom,wOBA,rating_adjustment,conf_diff,adj_woba_num,adj_wOBA,pa,ab,wRAA,adj_wRAA
"Maxwell, Brooklynn",3B,UNC Greensboro,SoCon,127.3818,231,0.5514363636363636,1.8793785985329692,0.18199030567843757,125.32043109578859,0.5425126887263575,231,193,38.43473752672434,36.81104292204467
"Erickson, Jocelyn",C,Florida,SEC,120.2542,227,0.5297541850220264,-4.044042237702606,0.5938631551895572,123.70437908251306,0.5449532118172381,228,176,34.04167076549343,36.771272307344276
"Allen, Sara Beth",DP,Georgia Tech,ACC,113.5262,200,0.567631,-1.6346549239330754,0.8202850860413795,114.34056983789169,0.5717028491894585,200,139,35.82806026362892,36.469521338013585
"Coleman, Jayda",CF,Oklahoma,Big 12,118.1615,214,0.5521565420560748,-1.1501561265675289,0.8617133336330218,118.44994279293451,0.5535044055744603,215,159,35.894553949575716,36.122815627729416
"Coffel, Erin",SS,Kentucky,SEC,107.5103,197,0.5457375634517767,-4.011774273078693,0.6654744783668,110.85659979471188,0.5627238568259486,206,144,33.350437263275694,36.10666099734536
"Govan, Shaylon",1B,Baylor,Big 12,103.0705,181,0.5694502762430939,-3.0293966153917498,0.748940723657367,105.35095589173437,0.5820494800648308,188,142,33.94778132093306,35.813514686097356
"Parker, Ella",PH/DP,Oklahoma,Big 12,111.6798,197,0.5669025380710659,-1.3202247057262992,0.8424890911308801,112.15753561459542,0.569327591952261,197,156,35.17760207597542,35.55390383268532
"Edenfield, Michaela",C,Florida St.,ACC,103.1626,176,0.5861511363636364,-2.142473680133282,0.7788460709517027,104.52622760918157,0.5938990205067135,176,135,34.096163607349126,35.17026285629816
"Ritter, Emma",CF,Virginia Tech,ACC,116.2152,213,0.5456112676056338,-1.386116558275778,0.7140195377064401,116.88729702056933,0.5487666526787293,213,190,34.46251521536813,34.991911144398685
"Walsh, Reagan",DP,Florida,SEC,113.2402,213,0.531644131455399,-4.181052274529643,0.6048718013891359,116.81638047314051,0.5484337111415047,213,179,32.11917364314724,34.9360517515421
"Phillips, Kaili",3B,Chattanooga,SoCon,108.3237,185,0.5855335135135136,1.3328329220956405,0.09348041547460426,106.89738666242977,0.5778237116888095,185,144,35.74971717923173,34.626241771184176
"Hedgecock, Tori",3B,Mercer,SoCon,109.673,193,0.5682538860103628,0.5558749986228254,0.15444075993769718,108.96268424143948,0.564573493478961,195,145,35.028032290871266,34.462734381600555
"Andrews, Billie",SS,Nebraska,Big Ten,108.6062,197,0.5513005076142132,-0.973592805825186,0.7102903695652458,108.86950243625995,0.5526370682043652,200,175,33.25542687186753,33.46598270344367
"Houston, Kayt",RF,App State,Sun Belt,108.6197,191,0.5686895287958115,0.5757765624570285,0.8735761521155067,107.17034728542747,0.5611012946881019,192,166,34.555023550651036,33.407423452058325
"Allen, Angelina",LF,Iowa St.,Big 12,106.5161,190,0.560611052631579,-1.1471576851557748,0.9678254934046134,106.69543219175115,0.5615549062723745,190,170,32.98606042503151,33.127316418365275
"Kearney, Jayda",RF,Georgia,SEC,113.2189,219,0.5169812785388128,-3.5263044489890962,0.5541936658173934,116.1910107831717,0.5305525606537521,220,191,30.633820393282637,32.985575991608854
"Barbara, Mac",1B,San Diego St.,Mountain West,103.5608,187,0.5538010695187165,-1.1863820031202383,0.2675659252625801,104.47961607785767,0.5587145244805223,190,150,31.966886595937865,32.702228317717534
"Borden, Hannah",C,Southern Miss.,Sun Belt,105.949,191,0.5547068062827225,-0.3983258409703533,0.629165695445629,105.71816014552472,0.5534982206571974,194,162,32.77827886497193,32.593595498808234
"Blaska, Holly",1B,Miami (OH),MAC,115.3163,216,0.5338717592592592,0.5604110793342849,0.1287668708546073,114.6271220498111,0.5306811206009774,217,188,33.10311032602299,32.557746931890065
"Scott, Mia",3B,Texas,Big 12,109.2918,208,0.5254413461538461,-2.915694363686132,0.7352302374632024,111.47226412622292,0.5359243467606871,208,175,30.348956753749658,32.066460025586466
"Jackson, Emma",2B,Winthrop,Big South,218.3175,520,0.41984134615384616,0.40125812400264393,0.42195747582669374,217.49428440017064,0.4182582392310974,520,447,32.6194263671328,31.970997682097217
"Milloy, Kiki",CF,Tennessee,SEC,110.1026,213,0.5169136150234741,-2.810319457147883,0.5174172201475598,112.39550223700031,0.5276784142582175,214,174,29.786946995339303,31.60149446914251
"Sanders, Taylor",3B,Western Ky.,CUSA,103.8527,187,0.5553620320855615,0.09144253422689279,0.23940009097584625,103.52185737479725,0.5535928201860816,188,156,31.861545749766204,31.59955477655801
"Kern, Taryn",2B,Stanford,Pac-12,117.7524,240,0.490635,-3.7219945429665864,0.5293648384891788,120.9450297044774,0.5039376237686558,242,164,28.675126531723087,31.210846563253362
"Cummins, Allie",C,Miami (OH),MAC,118.3851,230,0.5147178260869565,0.5604110793342849,0.1287668708546073,117.6959220498111,0.51172140021657,231,177,31.75366813413042,31.208457717106636
"Vanderford, Sara",3B,Texas St.,Sun Belt,109.5263,212,0.5166334905660378,-2.0916785063723666,0.23312354018054754,111.38485496619182,0.5254002592744897,213,183,29.600757667004014,31.071605616618605
"Lis, Jackie",SS,Southern Ill.,MVC,105.9568,200,0.529784,-0.4940264706788335,-0.5947015206364747,107.04552799131531,0.5352276399565765,202,163,30.164469742320193,31.03061232333484
"Pupillo, Alexis",RF/C,UNI,MVC,101.9129,187,0.5449887700534759,-0.01159160713679795,-0.816856437580205,102.74134804471699,0.5494189735011603,188,142,30.325437488269262,30.981477227268517
"Fifield, Kristin",1B,Grand Canyon,WAC,121.9107,241,0.5058535269709544,1.4505670860239552,-0.35973129864818226,120.81986421262424,0.5013272373967811,242,203,31.576052271016717,30.71325983688192
"Barnett, Sydney",3B,Loyola Chicago,Atlantic 10,100.96889999999999,184,0.5487440217391304,0.6445347637736332,-0.01476611819024927,100.33913135441661,0.545321366056612,186,145,30.55300115851507,30.05155445237279
"Keleher, Lauren",CF,Boston U.,Patriot,123.2455,251,0.4910179282868526,0.5495062270923643,-0.6380029912366734,123.33399676414432,0.49137050503643154,252,218,29.936058395338343,30.00604305220594
"Vega, Aminah",2B,Duke,ACC,111.0762,219,0.5071972602739726,-2.2765482277147764,0.8904387152353159,112.46230951247945,0.5135265274542441,219,191,28.806818448644734,29.898626194609076
"Stewart, Katie",DH/1B,Texas,Big 12,102.411,198,0.5172272727272728,-2.76246670959291,0.7617807387130047,104.41168597087992,0.5273317473276763,198,158,27.608803659786947,29.18469966265147
"Groves, Sydney",1B,Boise St.,Mountain West,104.5298,200,0.5226489999999999,-1.037741308951248,0.48297895662357987,105.08456235232767,0.5254228117616383,200,157,28.74179534923296,29.17876936029598
"Herrera, Gabby",RF,Nevada,Mountain West,107.6304,205,0.5250263414634146,0.2147751249079258,0.7001632940158329,106.71546158107623,0.5205632272247621,205,185,29.844218966385547,29.12354224938181
"Butler, Elon",2B,California,Pac-12,99.5016,184,0.5407695652173913,-0.6430702683086988,0.8345386393979278,99.31013162891077,0.5397289762440802,184,157,29.068714570582973,28.917899177729588
"Spearman, Desirae",SS,New Mexico St.,CUSA,85.7738,144,0.5956513888888888,-0.20392339007385765,0.28709011173190274,85.69063327834195,0.595073842210708,144,121,28.974433060418068,28.908924476792325
"Kennedy, Madisyn",1B,Mississippi St.,SEC,85.3843,156,0.5473352564102564,-4.233111768034915,0.5660582645497046,89.0513535034852,0.5708420096377257,158,125,25.778299429614375,28.70378770739819
"Carlson, Ariel",RF,Oregon,Pac-12,98.5121,188,0.5240005319148936,-2.330449026412498,0.6579549551272041,100.18459407128529,0.5328967769749218,189,158,27.36220066362173,28.686594555192023
"Clark, McKenzie",CF,Clemson,ACC,105.3399,211,0.4992412322274882,-3.30939475868211,0.6484559782493207,108.0008387804328,0.5118523164949422,211,166,26.432222525198686,28.528185034550933
"Morales, Amailee",1B,Northern Colo.,Big Sky,103.8541,196,0.5298678571428571,1.4247541657967646,-0.3317222583555361,102.76106809255877,0.5242911637375448,196,157,29.281441666506804,28.42048465525609
"Wang, Caroline",C,Oklahoma St.,Big 12,104.0342,202,0.5150207920792079,-1.4726115571523226,0.7267740230115852,104.78003753414073,0.5187130570997066,202,188,27.815482095346475,28.402961792783344
"Ulrich, Brooklyn",2B,Marshall,Sun Belt,102.11749999999999,195,0.5236794871794871,-0.5737698399272878,0.40514301928320073,102.28612682064409,0.5245442401058671,195,178,28.181530388940764,28.314353998690933
"Butler, Reed",CF,James Madison,Sun Belt,102.7107,198,0.5187409090909091,-1.0484730513783507,0.5473720001609623,103.21180105121739,0.5212717224808959,198,171,27.844870708255712,28.239576901600692
"Patmon, Dezianna",DP,New Mexico St.,CUSA,95.3376,175,0.5447862857142857,-0.21237530042834193,0.2366289662990369,95.3133463341293,0.5446476933378818,175,155,28.200554572368087,28.181450497237492
"Kennedy, Dakota",LF,Arizona,Pac-12,106.3601,214,0.4970098130841122,-2.6708288803221,0.5766362477492765,108.45429263257283,0.5067957599652936,214,174,26.431901281938266,28.081450410054764
"Martinez, Ariana",1B,UNLV,Mountain West,97.3167,177,0.5498118644067796,0.608555908695228,0.8552852066931588,95.85285888461162,0.5415415756192747,177,145,29.22350766764967,28.070472460652777
"Hasler, Amanda",C,NC State,ACC,96.52669999999999,177,0.5453485875706214,-0.17433774938491206,1.1385943635756883,95.56244338580922,0.5399008100893176,178,148,28.762831113361212,27.999016453270333
"Pickering, Kasidi",RF,Oklahoma,Big 12,95.0574,177,0.5370474576271187,-1.3202247057262992,0.8424890911308801,95.53513561459542,0.5397465288960193,177,135,27.443907125088792,27.82020888179867
"Agbayani, Ailana",SS,BYU,Big 12,105.4747,208,0.5070899038461538,-1.237730360633983,0.8576982277368203,105.85473213289717,0.5089169814081594,208,165,27.342311672968385,27.641654562312148
"Hill, Kelci",CF,Tarleton St.,WAC,108.73910000000001,217,0.5011018433179724,0.3492642585114275,-0.07134177683819798,108.46117751832678,0.4998210945545013,217,205,27.50187668685725,27.282963306971656
"Scupin, Carlie",1B,Arizona,Pac-12,102.2727,205,0.4988912195121951,-2.6708288803221,0.5766362477492765,104.36689263257283,0.5091067933296235,205,173,25.624077406221573,27.273626534338067
"Moore, Maddie",2B,Clemson,ACC,97.0151,193,0.5026689119170985,-3.330836499892914,0.6263127457461243,99.7196237541468,0.5166819883634549,193,155,24.698423097855017,26.82871652513268
"Gibbs, Megan",1B,Utah Valley,WAC,92.5685,174,0.5320028735632184,0.1350865751986137,-0.3996069369916389,92.83302036179303,0.5335231055275461,175,152,26.438442741284,26.647997021368006
"Gaskins, Karina",1B,Notre Dame,ACC,94.6863,183,0.5174114754098361,-1.6712245434912723,0.7517684003153228,95.60575614317595,0.5224358259189943,183,119,25.543779528850084,26.268014757131784
"White, Ella",3B,Butler,Big East,101.8945,200,0.5094725,0.29696391850978104,0.29319003987877423,101.30434604161144,0.5065217302080572,200,160,26.666027939056942,26.20117674419892
"Robinson, Kansas",2B,Northwestern,Big Ten,93.9666,178,0.5279022471910112,-0.21294439620347802,0.6129945156492582,93.56654988055422,0.5256547746098552,179,149,26.464584922673083,26.147704024588702
"Orischak, Ashley",2B,Saint Francis (PA),NEC,89.2988,163,0.5478453987730061,1.1301480897413505,-0.3912915689049072,88.55994347916355,0.543312536681985,163,111,26.6595663358607,26.07758542790019
"Lopez, Ramsay",PH,Grand Canyon,WAC,108.2947,219,0.4944963470319635,1.089757349877441,-0.3607474038977207,107.56569005402028,0.4911675344932433,219,169,26.615892538348135,26.041667559196274
"Harding, Kalei",RF,Florida St.,ACC,109.215,229,0.4769213973799127,-2.2288998657276813,0.7962641845680108,110.64763568115967,0.4831774483893435,229,196,24.661091870555385,25.789547248541403
"Hill, Jazmine",CF,Texas A&M,SEC,101.3588,211,0.48037345971563983,-3.3890736664554053,0.5367033408815375,104.21117032557386,0.4938918024908714,213,166,23.51721721978633,25.78526231306764
"Riley, Jeanay",LF,Eastern Ky.,ASUN,100.8613,203,0.4968536945812808,-0.4918326765480704,-0.39943798554104265,101.75257066208911,0.501244190453641,203,187,25.048289020368504,25.75032316980523
"Ahr, Haley",1B,Marist,MAAC,101.0079,196,0.5153464285714286,1.8868580059844169,0.05616105094878871,99.0648809430668,0.5054330660360551,196,171,27.039553000000915,25.50907994731889
"Poncho, Corine",1B,McNeese,Southland,98.7781,202,0.48900049504950494,-1.4830577762686026,-0.8122804429262513,101.07343821919486,0.5003635555405685,202,160,23.67536860366574,25.483355652857924
"Benning, Allison",P,North Florida,ASUN,87.254,171,0.5102573099415205,-2.1892777334091593,-0.6530811545839528,90.09635888799312,0.5268792917426498,173,150,23.17305885732476,25.43810749844756
"Dayton, Abby",CF,Utah,Pac-12,99.5671,202,0.49290643564356434,-1.882776890039248,0.6190842416145539,100.83079264842469,0.4991623398436866,202,173,24.2968464189539,25.29222911393322
"Hawley, Hannah",3B,Michigan St.,Big Ten,94.2273,182,0.5177324175824176,-0.73947884587253,0.9842513710992301,93.98252747477329,0.5163875135976554,182,149,25.45020545890401,25.257403565088463
"Minnick, Taylor",LF,Indiana,Big Ten,110.1279,229,0.4809078602620087,-0.5908524647163864,0.8189411902982083,109.89981127441818,0.47991183962628026,229,191,25.380162970145438,25.200502535587205
"Coker, Caitlin",3B,Boston U.,Patriot,112.9188,239,0.47246359832635987,0.5495062270923643,-0.6380029912366734,113.00729676414431,0.472833877674244,239,212,24.898792468738037,24.968499408713296
"Farrell, Jesse",C,UNLV,Mountain West,95.03059999999999,182,0.5221461538461538,0.6965778135402538,0.8604638550863599,93.47355833137337,0.5135909798427108,182,153,26.08294706729561,24.85649984989294
"Sun, Sophie",SS,Harvard,Ivy League,85.5721,153,0.5592947712418301,1.7103540254829233,0.5281425877783859,83.33360338673869,0.5446640744231287,154,133,26.576401953816905,24.801663502315485
"Hylton, Jade",SS,Virginia,ACC,98.1895,200,0.4909475,-1.9182691739266093,0.7355036080556464,99.37226556587095,0.4968613278293547,200,174,23.747681544072613,24.679319769516898
"Jackson, Kamryn",CF,Fla. Atlantic,AAC,101.5058,206,0.4927466019417475,0.29277320826420145,-0.14304016874485054,101.35606696048063,0.492019742526605,206,162,24.752037212844748,24.63409581578905
"Stagner, Gabby",1B,South Alabama,Sun Belt,93.8788,192,0.48895208333333334,-2.6540119616495965,0.21901025780824915,96.31380170384135,0.5016343838741737,193,165,22.61316581070968,24.541152258820222
"Chatfield, Michelle",DP,Virginia Tech,ACC,92.8937,184,0.5048570652173913,-1.386116558275778,0.7140195377064401,93.56579702056933,0.5085097664161377,185,153,23.993512839596466,24.52578592041523
"Loftin, Grace",CF,UNC Greensboro,SoCon,103.2781,206,0.50135,1.9569007527049216,0.18075206866113916,101.14044717863393,0.4909730445564754,206,158,26.148038647616875,24.464256891891715
"Sheeran, Jamie",C,Iona,MAAC,86.7507,158,0.5490550632911392,2.2837748560615556,0.11748591624792411,84.34943922769051,0.5338572103018386,160,140,26.321351620230597,24.405989699244817
"Hott, Emily",LF,Baylor,Big 12,100.3664,210,0.4779352380952381,-2.79065421878971,0.7372273152317559,102.41982690355796,0.4877134614455141,210,176,22.782676849272384,24.40011571603681
"Clements, Jessica",CF,Cal Poly,Big West,85.8127,167,0.513848502994012,-0.07231838025689792,-0.7636047198742204,86.64862310013113,0.5188540305397074,173,153,23.66242450823666,24.344519068387715
"Day, Lewa",3B,Sacramento St.,Big Sky,77.8606,142,0.5483140845070423,0.012272414103423557,-0.4936756263362864,78.34200321223287,0.551704247973471,146,124,23.933020078576206,24.322892147206783
"Mosley, Sara",3B,Georgia,SEC,102.90729999999999,221,0.4656438914027149,-3.5263044489890962,0.5541936658173934,105.87941078317169,0.4790923564849398,222,204,21.935224145646416,24.286883003717662
"McGee-Ross, Christie",CF,Canisius,MAAC,83.7745,155,0.5404806451612904,0.5456606631722098,0.3488728843883523,82.87996645243943,0.5347094609834803,158,129,24.92522181980726,24.20698006614026
"Honnold, Alex",CF,Missouri,SEC,114.0559,256,0.445530859375,-4.151032631998125,0.5412346555809466,117.66569797641716,0.45963163272037955,256,222,21.23896994815155,24.082327818893454
"Fagan, Cameron",2B,Virginia Tech,ACC,97.1339,197,0.49306548223350255,-1.1919331994763247,0.7393613941507927,97.58647180532553,0.4953628010422616,197,164,23.720118991818204,24.076599773611274
"Tucker, Lynsey",2B,Omaha,Summit League,108.6434,232,0.4682905172413793,-0.260172616165705,-0.528334131817129,109.43190674798284,0.47168925322406396,232,189,23.406945042534893,24.028034334139893
"Buckley, Sam",3B,Saint Mary's (CA),WCC,91.53960000000001,180,0.5085533333333334,0.4271457414389229,-0.4306111133487947,91.54306537190988,0.5085725853994993,180,133,23.869103846622203,23.871833443280888
"Grant, Megan",SS,UCLA,Pac-12,151.7528,367,0.4134953678474115,-3.1231047650320787,-0.006711020222624636,154.88261578525473,0.4220234762541001,369,306,21.30276837584488,23.781489715308457
"Mitchell, Joley",1B,Texas,Big 12,85.419,169,0.5054378698224852,-2.8656985428404855,0.7279012434921652,87.55679729934832,0.5180875579843096,169,136,21.995713504512274,23.679609062342347
"Godwin, Karli",1B,Oklahoma St.,Big 12,103.1323,217,0.4752640552995392,-1.4726115571523226,0.7267740230115852,103.87813753414073,0.47870109462737664,217,192,23.085524576898244,23.673004274335113
"Anders, Acacia",SS,California,Pac-12,99.2813,203,0.4890704433497537,-0.6430702683086988,0.8345386393979278,99.08983162891077,0.48812724940350133,203,177,23.803758034113375,23.652942641259994
"Love, Riley",3B,Texas Tech,Big 12,85.2433,162,0.5261932098765433,-0.43272975845603695,0.9863948483539349,84.6896349101021,0.5227755241364327,164,136,24.02611026115365,23.584616468751506
"Lyon, Kayla",3B,California Baptist,WAC,99.0913,200,0.4954565,1.2139186729282858,-0.02204333929879287,97.8994246663705,0.4894971233318525,200,181,24.45800941964532,23.519195632015528
"Lorsung, Grace",3B,Kentucky,SEC,87.0088,179,0.4860826815642458,-4.011774273078693,0.6654744783668,90.35509979471189,0.5047770938252061,181,155,20.798076146290757,23.46333268709791
"Allen, Peyton",2B,Colorado St.,Mountain West,85.8475,164,0.5234603658536585,-0.3432137253987613,0.6513379670208981,85.53937575837786,0.521581559502304,164,138,23.673083750393218,23.43038111348492
"Zavodnik, Violet",CF,BYU,Big 12,85.2372,162,0.5261555555555556,-0.4850714676758332,0.9100534712155737,84.81221799646026,0.523532209854693,162,127,23.72830408168508,23.393555175352166
"Ross, Amaya",1B,Florida St.,ACC,91.7433,187,0.4906058823529412,-2.2927812349155805,0.7892158577362121,93.24686537717938,0.4986463389153977,187,147,22.153763414132303,23.33808854182857
"Ava, Huntyr",1B,BYU,Big 12,92.1866,186,0.4956268817204301,-1.4907907031202103,0.8337308870517091,92.8436598160685,0.49915946137671235,186,164,22.770911058678635,23.28846251495733
"Culver, Lindsey",LF,South Dakota St.,Summit League,92.5858,192,0.4822177083333334,-1.3001464091483492,-0.7861441374072428,94.67209054655561,0.4930838049299771,193,167,21.58939384641321,23.241277659978866
"Trierweiler, Ashley",CF,Grand Canyon,WAC,114.89020000000001,248,0.463266935483871,1.4505670860239552,-0.35973129864818226,113.79936421262424,0.45886840408316226,248,218,24.03989003628014,23.180662860137645
"West, Rylie",LF,Tennessee,SEC,85.4034,171,0.4994350877192983,-2.494919298643204,0.3761628396720423,87.52215645897115,0.5118254763682524,171,147,21.44748561353873,23.116383123360112
"Sanders, Cydney",1B,Oklahoma,Big 12,83.05669999999999,160,0.519104375,-1.4933317305924998,0.802297296398948,83.74773443419355,0.5234233402137096,160,112,22.546712669547937,23.091025179625877
"Beautae, Lair",2B,Houston,Big 12,92.4663,189,0.4892396825396826,-2.0123259600505774,0.9084267942256384,93.57019916582495,0.49508041886679865,189,149,22.187314375341053,23.05683128519569
"Hanna, Mykenzie",RF,Boise St.,Mountain West,98.2875,205,0.4794512195121951,-1.1595051265856402,0.4648756563284877,98.98212947025715,0.4828396559524739,205,176,22.485023680636807,23.032167920953906
"Gerlach, Bella",LF,Marshall,Sun Belt,97.44239999999999,202,0.48238811881188115,-0.5737698399272878,0.40514301928320073,97.61102682064408,0.4832229050526935,203,179,22.735263686416,22.86874483878869
"Jenkins, Aaliyah",DH,Nevada,Mountain West,95.7063,194,0.49333144329896905,0.05980533114058602,0.7137773314912401,94.93271733736817,0.4893439038008669,194,167,23.39954028330626,22.7902063630056
"Petrella, Madison",C,UAlbany,America East,89.0948,171,0.5210222222222223,2.007530449977953,0.11801861189982697,86.96925093812223,0.5085921107492528,171,147,24.355119589907197,22.680871697304404
"Jamgotchian, Izzy",C,LMU (CA),WCC,82.1447,161,0.5102155279503106,-0.4337348934093124,-0.83946929899909,83.4179041924084,0.5181236285242757,161,143,21.560380421673898,22.563255149067682
"Frizell, Riley",1B,Louisville,ACC,93.4871,192,0.4869119791666667,-1.270208606724533,0.9358777489775545,93.82143085774698,0.48865328571743216,192,166,22.18746573878427,22.45081074645982
"Pusey, Peyton",CF,Marist,MAAC,104.7075,219,0.47811643835616435,1.795174754921787,0.07132360355337551,102.84100164152483,0.4695936148014832,219,190,23.790334592845355,22.320135198594294
"Cites, Tess",CF,Villanova,Big East,103.4594,224,0.46187232142857143,-0.7930717908176138,-0.06974439157941713,104.32221618239704,0.4657241793857011,225,179,21.563220123673545,22.24587533317847
"Hansen, Kinzie",C,Oklahoma,Big 12,82.5915,161,0.5129906832298137,-1.143934713645665,0.7934481496351969,82.94198656401046,0.5151676184100029,161,143,21.912314880318704,22.18838537979789
"Brady, Lexie",C,Ole Miss,SEC,94.694,203,0.4664729064039409,-2.97311593964693,0.5815253102911327,97.0855906293558,0.47825414103130937,204,152,20.289903794141065,22.182986551242827
"Gordon, Maddie",2B,Penn St.,Big Ten,98.3626,205,0.47981756097560974,-0.6789183761344363,1.1702268024067677,97.87129157372766,0.4774209345059886,205,189,22.544178286375896,22.15718552668972
"Ellis, Bri",1B,Arkansas,SEC,88.9292,185,0.48069837837837837,-2.2815128091238055,0.5721376911350113,90.6385751179888,0.48993824388102053,187,149,20.69443012644142,22.05542310069731
"Johnson, Morgan",1B,East Carolina,AAC,93.7423,192,0.48824114583333333,0.19930932110942476,0.3765372012791514,93.16645347761143,0.48524194519589287,193,165,22.505087795917362,22.04914384745716
"Martinez, Viviana",SS,Texas,Big 12,91.7948,194,0.4731690721649484,-2.8087560423672313,0.6162258740262384,93.98733016834099,0.48447077406361333,194,172,20.31853841448542,22.045545840307906
"Dobbins, Madison",LF,Georgia Tech,ACC,88.6818,181,0.4899546961325967,-1.521085112387573,0.8257616778614925,89.37712343452607,0.4937962620692048,181,153,21.35010805883978,21.897798919432834
"Wyckoff, Kailey",C,Texas Tech,Big 12,85.2927,168,0.5076946428571428,-0.6086176542243169,0.9712823656611953,84.93003528856312,0.5055359243366853,168,145,22.16419985173524,21.878536895403307
